babyname,sex,origin
Magal,boy,Hebrew
Gerrilyn,girl,German
Brainard,boy,British
Claudian,boy,Latin
Amala,girl,Arabic
Ojasvee,girl,Unknown
Mikyla,girl,Unknown
Corynne,girl,Greek
Stephania,girl,Greek
Smedleigh,boy,British
Henna,girl,Unknown
Craine,boy,British
Aylward,boy,British
Adoniya,boy,Hebrew
Gillroy,boy,Irish
Luli,girl,Unknown
Malaquias,boy,Hebrew
Margueritte,girl,Unknown
Zandros,boy,Slavic
Allix,girl,Greek
Phons,boy,German
Sylvana,girl,Latin
Eir,girl,Norse
Hassie,girl,Unknown
Christoforo,boy,Greek
Maximiliano,boy,Latin
Byrley,boy,British
Kagan,boy,Irish
Lyinell,boy,Latin
Mikel,boy,Hebrew
Willard,boy,British
Idonia,girl,Norse
Hayvim,boy,Hebrew
Fidelita,girl,Latin
Gaven,boy,Welsh
Marte,girl,Aramaic
Kamaha,boy,Unknown
Deri,boy,Latin
Geraldene,girl,German
Zanetta,girl,Spanish
Kryssi,girl,Latin
Lazare,boy,Hebrew
Kali,girl,Sanskrit
Mahika,girl,Unknown
Avellina,girl,Italian
Delayne,girl,French
Helisa,girl,Danish
Navit,girl,Hebrew
Loew,boy,German
Agapet,girl,Greek
Basilides,boy,Greek
Bhanu,boy,Indian
Borja,boy,Slavic
Hackit,boy,German
Karlinka,girl,Slavic
Reynald,boy,Unknown
Orthia,girl,Greek
Maelmaedoc,boy,Unknown
Eurico,boy,Unknown
Sabelle,girl,Latin
Geraldeen,girl,German
Hasika,girl,Unknown
Manleigh,boy,British
Stafforde,boy,British
Machiko,girl,Japanese
Siro,boy,Unknown
Ide,girl,Unknown
Allmeda,girl,Latin
Ilja,boy,Unknown
Concetto,boy,Unknown
Dinh,boy,Unknown
Osmund,boy,Scandinavian
Cleary,boy,Irish
Odelet,girl,Greek
Jeetendra,boy,Unknown
Carl,boy,German
Jonatan,boy,Unknown
Rhetta,girl,Latin
Awotwi,boy,African
Nicholaus,boy,Greek
Marik,boy,Polish
Garven,boy,British
Janela,girl,Hebrew
Tora,girl,Japanese
Mariel,girl,Danish
Geralynn,girl,German
Cecilee,girl,Welsh
Cesarina,girl,Latin
Seumas,boy,Irish
Celestia,girl,Latin
Neela,girl,Unknown
Chandanika,girl,Sanskrit
Mala,girl,Hebrew
Debonnair,boy,French
Karielle,girl,Unknown
Lars,boy,Scandinavian
Lalya,girl,Greek
Reubina,girl,Hebrew
Izydor,boy,Greek
Zafira,girl,Unknown
Ozzie,boy,Norse
Clemencio,boy,Latin
Sorcha,girl,Irish
Wahiba,girl,Unknown
Malcolmeena,girl,Unknown
Rozalynne,girl,German
Padric,boy,Latin
Dandy,boy,Greek
Caisi,girl,Irish
Susanna,girl,Hebrew
Thyme,boy,Unknown
Detleff,boy,German
Joesell,girl,Unknown
Danne,girl,Latin
Ramakrishna,boy,Unknown
Tanya,girl,Russian
Amshel,boy,Hebrew
Cherokee,boy,Native American
Curtis,boy,French
Augustyne,girl,Latin
Belshazzar,boy,Babylonian
Alaire,boy,Latin
Heindrik,boy,German
Silvester,boy,Latin
Jeromo,boy,Greek
Agapios,boy,Greek
Jaylonn,boy,Unknown
Ardenia,girl,Latin
Jackilyn,girl,Unknown
Gunner,boy,German
Damianus,boy,Greek
Betia,girl,Hebrew
Stearns,boy,German
Beki,girl,Hebrew
Nady,girl,Russian
Rhiannen,girl,Unknown
Llwewellin,boy,Welsh
Fryderyka,girl,Unknown
Raelynne,girl,Unknown
Petrolino,boy,Spanish
Ebbie,boy,Hebrew
Manya,girl,Latin
Gisell,girl,Unknown
Archangela,girl,Greek
Cinetta,girl,Italian
Ayatollah,boy,Arabic
Hamlet,boy,German
Cabe,boy,French
Elyana,girl,Hebrew
Darlene,girl,British
Amerika,boy,Italian
Diondrae,boy,American
Rhondelle,girl,Welsh
Daysha,girl,Latin
Nicolo,boy,Greek
Godwinn,boy,British
Jezyca,girl,Hebrew
Yussuf,boy,Hebrew
Innokenti,boy,Unknown
Jilana,girl,Unknown
Coyan,boy,French
Estela,girl,Latin
Keneena,girl,Unknown
Thedric,boy,German
Hardie,boy,Unknown
Lapaula,girl,Unknown
Laramae,girl,Latin
Swannie,girl,German
Mihailo,boy,Unknown
Misty,girl,British
Doveva,girl,Hebrew
Gaia,girl,Greek
Luboslaw,boy,Unknown
Priscila,girl,Latin
Haddad,boy,Unknown
Crawfurd,boy,British
Cereno,boy,Latin
Wedgwood,boy,British
Anetta,girl,Hebrew
Dubhgall,boy,Unknown
Maime,girl,Unknown
Hardy,boy,German
Benno,boy,Hebrew
Teofila,girl,Greek
Margaretta,girl,Greek
Cadmos,boy,Greek
Phelia,girl,Greek
Ounslow,boy,British
Nataliya,girl,Latin
Kaitlan,girl,Greek
Arquibaldo,boy,German
Coakly,boy,British
Rosia,girl,Unknown
Sirvana,girl,Latin
Aatmik,boy,Indian
Jeany,girl,Unknown
Bonni,girl,Scottish
Sheilah,girl,Irish
Verda,girl,Spanish
Torean,boy,Gaelic
Ambrogiotto,boy,Greek
Granata,girl,British
Wanonsay,boy,Unknown
Ibrahim,boy,Arabic
Schylar,boy,Danish
Lashona,girl,Unknown
Carma,girl,Hebrew
Natanya,girl,Hebrew
Troia,girl,Unknown
Cord,boy,Spanish
Taurus,boy,Latin
Anny,girl,Hebrew
Christabel,girl,Latin
Astraios,boy,Greek
DeMarcos,boy,American
Graziosa,girl,Latin
Line,girl,Unknown
Answorth,boy,British
Kerani,girl,Unknown
Norna,girl,Scandinavian
Franny,girl,Latin
Moise,boy,Hebrew
Briahna,girl,Irish
Udele,girl,British
Abdul Karim,boy,Arabic
Audri,girl,British
Audrey,girl,British
Perrey,girl,French
Ceinlys,girl,Welsh
Sheralynne,girl,French
Emmerich,boy,British
Bridy,girl,Gaelic
Vanity,girl,French
Kasandera,girl,Greek
Ladon,girl,Unknown
Tine,girl,Latin
Tarisha,girl,Unknown
Candayce,girl,Latin
Zelenia,girl,Greek
Cap,boy,French
Svjatopolk,boy,Unknown
Udile,girl,German
Sygfried,boy,German
Kinetta,girl,Greek
Tossia,girl,Greek
Tamia,girl,Unknown
Gladstone,boy,British
Francina,girl,Latin
Jolisa,girl,American
Colridge,boy,British
Arnou,boy,German
Stasie,girl,British
Coleta,girl,French
Jenicka,girl,Unknown
Thilo,boy,German
Shukrani,boy,Unknown
Angee,girl,Indian
Efroni,boy,Hebrew
Dalenna,girl,Hebrew
Steinhardt,boy,Norse
Joahanah,girl,Unknown
Otildo,boy,German
Marnia,girl,Greek
Ailean,boy,German
Rudiger,boy,German
Derrius,boy,Persian
Aureole,girl,Latin
Jadie,girl,Unknown
Benedictos,boy,Latin
Aindreas,boy,Greek
Dain,boy,British
Idaleen,girl,Unknown
Vilfredo,boy,Unknown
Lakshana,girl,Unknown
Hiromitsu,boy,Unknown
Cristabella,girl,Latin
McCardell,boy,Scottish
Fahim,boy,Unknown
Geah,girl,Unknown
Carolinda,girl,German
Helio,boy,Unknown
Kealaalohi,boy,Unknown
Miles,boy,Latin
Zooey,girl,Greek
Verbena,girl,Latin
Antheemia,girl,Greek
DeLorean,boy,American
Zilpah,girl,Hebrew
Jilly,girl,Unknown
Elleree,girl,Latin
Paciano,boy,Spanish
Alston,boy,British
Allysoun,girl,German
Elonna,girl,Hungarian
Muhsin,boy,Unknown
Standish,boy,British
Nehamah,girl,Hebrew
Henlea,boy,British
Marcelle,girl,Latin
Adelaid,girl,French
Chantai,girl,French
Alexei,boy,Greek
Brody,boy,Irish
Charie,girl,Greek
Lailie,girl,Arabic
Natividad,girl,French
Octavie,girl,Latin
Shereef,boy,Arabic
Nemanja,boy,Unknown
Carmello,boy,Italian
Adora,girl,Latin
Jorre,boy,Unknown
Faune,girl,Unknown
Shaniece,girl,British
Joncie,girl,Unknown
Kristiina,girl,Unknown
Katarina,girl,Greek
Houghton,boy,British
Lakeshia,girl,Unknown
Mertie,girl,Unknown
Jeannett,girl,Unknown
Yudelle,girl,British
Rendall,boy,German
Ghilles,boy,Scottish
Jessalin,girl,Hebrew
Prema,girl,Unknown
Matelda,girl,German
Aiolus,boy,Greek
Milt,boy,British
Dorothee,girl,Greek
Orinthia,girl,Irish
Bessie,girl,Hebrew
Sterlyn,boy,British
Zbigniew,boy,Unknown
Britknee,girl,British
Nicolene,girl,Greek
Arlena,girl,Irish
Selwinn,boy,British
Corabeth,girl,Greek
Wiktoria,girl,Unknown
Latham,boy,Scandinavian
Jamin,boy,Hebrew
Hartinsia,girl,Latin
Lewys,boy,Unknown
Scarlett,girl,French
Reida,girl,British
Analu,boy,Hawaiian
Kila,girl,Unknown
Varil,boy,Unknown
Steacy,girl,Unknown
Carmalit,girl,Hebrew
Rozanna,girl,British
Kempton,boy,British
Geffrey,boy,Unknown
Sommerset,boy,British
Elgine,boy,Gaelic
Christna,girl,Latin
Pruitt,boy,French
Shayn,boy,Irish
Hulbert,boy,German
Tailer,boy,French
Darral,boy,French
Brittnea,girl,Latin
Montaro,boy,Japanese
Gilligan,boy,Unknown
Rafat,boy,Unknown
Jumanna,girl,Arabic
Humbert,boy,German
Aksel,boy,Hebrew
Phips,boy,British
Theodor,boy,Greek
Kery,girl,Unknown
Daxton,boy,French
Tierany,girl,Unknown
Lambirt,boy,Scandinavian
Elliana,girl,Greek
Columbine,girl,Latin
Sava,boy,Unknown
Rebbie,girl,Hebrew
Rashanda,girl,Indian
Suffield,boy,British
Fabritius,boy,Latin
Parkes,boy,British
Haninah,girl,Hebrew
Leontine,girl,Latin
Cherilyn,girl,French
Maury,boy,Latin
Divine,girl,Latin
Mylene,girl,British
Teagin,girl,Irish
Damariz,girl,Latin
Gwenn,girl,Welsh
Danube,boy,German
Maryvonne,girl,Unknown
Jynx,girl,Latin
Tamanna,girl,Unknown
Chrysandra,girl,Greek
Hawa,girl,Unknown
Mahatma,boy,Sanskrit
Arica,girl,Norse
Charline,girl,German
Pirmin,boy,Unknown
Hertzel,boy,Yiddish
Obadiah,boy,Hebrew
Kaysyee,girl,Irish
Perren,girl,Unknown
Fauste,girl,Latin
Eddi,girl,Hebrew
Adwowa,girl,Ghanaian
Philantha,girl,Greek
Seabrook,boy,British
Reinart,boy,German
Daneal,boy,Hebrew
Derrold,boy,American
Julette,girl,Latin
Annalie,girl,Latin
Gulielma,girl,Italian
Dannika,girl,Slavic
Floretta,girl,Latin
Hurley,boy,Irish
Jerrika,girl,American
Amorra,girl,French
Larentia,girl,Latin
Ffion,girl,Irish
Kelila,girl,Hebrew
Bajardo,boy,French
Odelina,girl,Greek
Auben,boy,Latin
Kefeera,girl,Unknown
Zayfir,boy,Greek
Crescenzia,girl,Unknown
Lodur,boy,Scandinavian
Tetyana,girl,Russian
Chrystalynn,girl,Greek
Loukas,boy,Greek
Chasady,girl,Latin
Keller,boy,German
Sanburn,boy,British
Dickinson,boy,British
Albertine,girl,German
Elah,girl,Hebrew
Jelissa,girl,American
Zoeline,girl,Greek
Tzelya,girl,Hebrew
Shandeigh,girl,American
Shamirah,girl,Hebrew
Velia,girl,Unknown
Alessia,girl,Greek
Vali,boy,Norse
Nazaro,boy,Latin
Kena,girl,Welsh
Meggie,girl,Welsh
Suzuko,girl,Unknown
Cairn,boy,Scottish
Eberado,boy,German
Mihai,boy,Unknown
Marni,girl,Unknown
Adolphe,boy,German
Paddey,boy,Latin
Jerald,boy,British
Gahan,boy,Scottish
Arlenn,boy,Gaelic
Skyla,girl,British
Buell,boy,German
Alcine,girl,Greek
Zinnya,girl,Latin
Jason,boy,Hebrew
Rani,girl,Sanskrit
Herbie,boy,German
Lenora,girl,Greek
Ewert,boy,British
Zaviera,girl,Basque
To,girl,Latin
Melynda,girl,Latin
Deiondra,girl,Greek
Rikard,boy,German
Sarena,girl,Latin
Cendrillon,girl,French
Allure,girl,French
Jada Kristin,girl,Unknown
Stephney,girl,Greek
Halston,boy,Unknown
Ceilagh,girl,Welsh
Emilija,girl,Latin
Skyra,girl,Unknown
Lauralynn,girl,Unknown
Sorley,boy,Irish
Ayeesha,girl,Arabic
Lantanna,girl,Unknown
Konstanz,boy,Latin
Dayha,girl,Swedish
Lourdecita,girl,French
Hasim,boy,Unknown
Farlee,boy,British
Kelula,girl,Hebrew
Margherita,girl,Greek
Esmie,girl,Spanish
Tiss,girl,Unknown
Artemus,boy,Greek
Janaki,girl,Unknown
Chane,boy,French
Edeena,girl,British
Cecille,girl,Welsh
Kennet,boy,Irish
Sabreena,girl,Celtic
Soraya,girl,Persian
Kemply,girl,British
Jaclyn,girl,American
Hien,boy,Unknown
Allana,girl,Hawaiian
Evie,girl,Latin
Shanley,boy,Irish
Zuba,girl,Hebrew
Dax,boy,French
Rowlee,boy,British
Kelleen,girl,Irish
Brinley,boy,British
Mats,boy,Hebrew
Jelka,girl,Russian
Neta,girl,Unknown
Evanna,girl,Greek
Dashiel,boy,Unknown
Klotid,girl,Hungarian
Corlene,girl,Greek
Terecena,girl,Greek
Bennett,boy,Latin
Katerine,girl,Unknown
Lianna,girl,French
Lacacia,girl,American
Stormee,girl,British
Yago,boy,Welsh
Kaelee,girl,Gaelic
Talona,girl,American
Adhemar,boy,German
Roza,girl,Yiddish
Petronille,girl,Greek
Karynn,girl,Greek
Bandele,boy,African
Leighanna,girl,British
Liesel,girl,Hebrew
Felim,boy,Irish
Jovanni,boy,Latin
Charity,girl,Latin
Lamond,boy,Norse
Shyla,girl,Indian
Zuhair,boy,Arabic
Ardene,girl,Latin
Kamea,girl,Hawaiian
Corena,girl,Latin
Dorotha,girl,Greek
Ismael,boy,Hebrew
Thaw,boy,British
Vassily,boy,Greek
Ludia,girl,Unknown
Franzi,girl,Latin
Raeleen,girl,Unknown
Rozelinda,girl,German
Gaetana,girl,Italian
Gregos,boy,Greek
Tabea,girl,Unknown
Marinelle,girl,Latin
Lydia,girl,Greek
Liander,boy,Greek
Stevens,boy,Unknown
Pauletta,girl,Latin
Donella,girl,Italian
Beckah,girl,Hebrew
Gerd,boy,Unknown
Tajah,girl,Sanskrit
Jonina,girl,Hebrew
Cuc,girl,Vietnamese
Adefunmike,girl,African
Erich,boy,Norse
Reginvalt,boy,Latin
Milward,boy,British
Kruz,boy,Unknown
Ysmail,boy,Hebrew
Margeen,girl,Greek
Gillean,boy,Irish
Joany,girl,Unknown
Katarzyna,girl,Unknown
Lynnzee,girl,Unknown
Lorenza,girl,Latin
Yannina,girl,Unknown
Mauro,boy,Latin
Terisa,girl,Unknown
Prokopios,boy,Spanish
Andria,girl,Greek
Minor,boy,Latin
Pierce,boy,Greek
Viva,girl,Latin
Shaunta,girl,French
Cesarine,girl,Latin
Panola,girl,Unknown
Eben,boy,Hebrew
Juan Hugo,boy,Unknown
Yasemin,girl,Unknown
Petronella,girl,Greek
Rhondda,girl,Unknown
Mirta,girl,Spanish
Abundio,boy,Latin
Arian,boy,Welsh
Krystaline,girl,Unknown
Norelle,girl,British
Anuli,girl,African
Dick,boy,German
Shanell,girl,French
Kalah,girl,Irish
Kell,boy,Norse
Rondi,girl,Welsh
Toria,girl,Latin
Cira,girl,Spanish
Gayline,girl,Hebrew
Geir,boy,Irish
Wyndell,boy,British
Corbyn,boy,Unknown
Seweryn,boy,Latin
Itai,boy,Hebrew
Geoff,boy,German
Tamika,girl,Uncertain
Husni,boy,Unknown
Jarin,boy,Hebrew
Mamie,girl,Latin
Giliana,girl,Latin
Kamy,girl,Unknown
Devonna,girl,British
Rachelce,girl,Hebrew
Ameenah,girl,Arabic
Nellene,girl,British
Freddey,girl,German
Madisyn,girl,British
Takafumi,boy,Unknown
Arluene,girl,Irish
Calhoun,boy,Irish
Gaddiel,boy,Arabic
Kelviss,boy,Unknown
Larrence,boy,Latin
Refael,boy,Unknown
Hugh,boy,German
Lu,girl,Latin
Kyrillos,boy,Unknown
Hulme,boy,Scottish
Petronilla,girl,Greek
Khalfani,boy,Unknown
Yuzo,boy,Unknown
Shushana,girl,Hebrew
Pembrook,boy,Celtic
Antwanetta,girl,French
Elfredda,girl,German
Petal,girl,Unknown
Aluxio,boy,Spanish
Majid,boy,Arabic
Berky,boy,Scottish
Acima,girl,Hebrew
Chita,girl,Latin
Robbi,girl,German
Wilkes,boy,British
Tiffanny,girl,Unknown
Hesperios,boy,Greek
Adalyn,girl,German
Ofir,boy,Hebrew
Guttmann,boy,British
Jamal,boy,Arabic
Tyria,girl,British
Capel,boy,British
Dyveke,boy,Unknown
Sadellia,girl,Hebrew
Chavala,girl,Hebrew
Aley,girl,German
Printz,boy,Latin
Moorly,boy,British
Gaenna,girl,Welsh
Maleia,girl,Hawaiian
Alyne,girl,Greek
Walford,boy,British
Eagan,boy,Irish
Mihaly,boy,Hebrew
Silvanus,boy,Latin
Vasos,boy,Greek
Uria,boy,Hebrew
Lisandro,boy,Greek
Burgundy,girl,British
Hopkyns,boy,Welsh
Kendalle,girl,Unknown
Jeffers,boy,British
Katriane,girl,Greek
Kammi,girl,Japanese
Destini,girl,French
Feliss,girl,Latin
Erla,girl,Unknown
Asisya,girl,Hebrew
Ina,girl,Unknown
Billey,girl,German
Ede,girl,British
Bathilda,girl,German
Aristelle,girl,Greek
Orwynn,boy,British
Rube,boy,Spanish
Currier,boy,British
Mueller,boy,German
Kesha,girl,Unknown
Moani,girl,Unknown
Ridley,boy,British
Bess,girl,Hebrew
Cace,boy,Irish
Serinna,girl,Latin
Epaminondas,boy,Greek
Sadye,girl,Hebrew
Ernst,boy,German
Martinez,boy,Unknown
Stearn,boy,German
Thadee,girl,Aramaic
Consalvo,boy,Spanish
Aquilla,boy,Latin
Elzabeth,girl,Hebrew
Marylyn,girl,British
Chelcie,girl,British
Jalyne,girl,Unknown
Pekka,boy,Greek
Vanda,girl,Slavic
Jerrin,boy,Hebrew
Winifride,girl,Unknown
Kaili,girl,Gaelic
Desean,boy,American
Kelwin,boy,British
Dionysius,boy,Greek
Olesja,girl,Unknown
Ovadiah,boy,Hebrew
Chrisann,girl,Unknown
Layce,girl,Unknown
Juan,boy,Spanish
Kymberle,girl,Unknown
Cirilio,boy,Greek
Linah,girl,Greek
Candelle,girl,Latin
Michaelyn,girl,Hebrew
Lothario,boy,German
Leeya,girl,Latin
Tivian,girl,Unknown
Colville,boy,French
Wainright,boy,British
Saviero,boy,Spanish
Amice,girl,Latin
Madoline,girl,Unknown
Adelis,girl,German
Casie,girl,Irish
Hirom,boy,Hebrew
Leighan,girl,Unknown
Burch,boy,British
Mitzy,girl,German
Nycholl,girl,Greek
Sheryell,girl,Greek
Odina,girl,Unknown
Jordanka,girl,Hebrew
Gwynda,girl,Welsh
Acee,boy,British
Gerdr,girl,Unknown
Azam,boy,Arabic
Tavia,girl,Latin
Ushmil,girl,Unknown
Ulysses,boy,Latin
Pegeen,girl,Greek
Carondelet,girl,Spanish
Tiarnan,boy,Irish
Buchanan,boy,Irish
Amethyst,girl,Greek
Ermanna,girl,German
Josephyne,girl,Hebrew
Alfredda,girl,German
Mareen,girl,Latin
Cadi,girl,Greek
Saadya,boy,Aramaic
Flanders,girl,Unknown
Torin,boy,Gaelic
Levina,girl,Latin
Allfrieda,girl,German
Nkromma,girl,Unknown
Rica,girl,Spanish
Lanecia,girl,Unknown
Mesinyane,girl,Unknown
Mentor,boy,Greek
Linda,girl,Spanish
Kamila,girl,Latin
Gervais,boy,German
Barnett,boy,British
Shelomi,boy,Unknown
Tye,boy,British
Darton,boy,British
Fauniel,girl,Unknown
Vernon,boy,French
Marceen,girl,Latin
Yadira,girl,Unknown
Hafsa,girl,Arabic
Tracineya,girl,Unknown
Bathsheba,girl,Hebrew
Rajan,boy,Sanskrit
Janthia,girl,Greek
Rosezana,girl,Unknown
Hall,boy,British
Lillika,girl,Latin
Udelle,girl,British
Hjallmar,boy,Norse
Desdemona,girl,Greek
Roseisela,girl,Unknown
Sonnja,girl,British
Aislaeigh,girl,British
Arvad,boy,Hebrew
Juljana,girl,Unknown
Tarrall,boy,Unknown
Noelle,girl,French
Vasile,boy,Greek
Paulyne,girl,Latin
Reynaldo,boy,Latin
Camy,girl,Unknown
Veeva,girl,Latin
Hermosa,girl,Spanish
Atilo,boy,Hungarian
Siobahn,girl,Irish
Lado,boy,Unknown
Kiah,girl,American
Kahakuokahale,boy,Unknown
Amjed,boy,Arabic
Gregorijana,girl,Latin
Erric,boy,Norse
Darek,boy,German
Jacintha,girl,Spanish
Stockwell,boy,British
Himani,girl,Unknown
Terrilisa,girl,Unknown
Jesusa,girl,Spanish
Karlah,girl,Greek
Rubee,girl,British
Shanel,girl,French
Lucyle,girl,French
Davaughn,boy,American
Natassija,girl,Latin
Rito,boy,Unknown
Welborn,boy,British
Durk,boy,Unknown
Hillarie,girl,Unknown
Leitha,girl,Greek
Solenne,girl,Spanish
Fedor,boy,German
Novalee,girl,Unknown
Karlo,boy,German
Latoyia,girl,Unknown
Ceara,girl,Latin
Yoshiaki,boy,Unknown
Immacolata,girl,Unknown
Junko,girl,Unknown
Liese,girl,Hebrew
Karniella,girl,Latin
Ewart,boy,British
Jolyna,girl,Unknown
Kfir,boy,Unknown
Asgard,boy,Norse
Calee,girl,Greek
Yovanney,boy,Italian
Brockly,boy,British
Angaline,girl,Greek
Brinna,girl,Irish
Anwell,boy,Welsh
Reiko,girl,Japanese
Reeree,girl,Unknown
Aiken,boy,British
Nerola,girl,Italian
Janicka,girl,Unknown
Regnauld,boy,Latin
Claramay,girl,British
Milica,girl,Unknown
Giliyah,girl,Hebrew
Larhonda,girl,Welsh
Anett,girl,Hebrew
Kefira,girl,Hebrew
Kaulana,boy,Unknown
Camaran,girl,Scottish
Juanee,girl,Unknown
Najib,boy,Arabic
Lexia,girl,Greek
Alwinna,girl,British
Lavonne,girl,Modern
Ruqayya,girl,Unknown
Rosezella,girl,Unknown
Nichele,girl,American
Vannora,girl,Welsh
Wysandra,girl,Welsh
Chaninah,girl,Hebrew
Vladan,boy,Unknown
Erlinda,girl,Hebrew
Tricha,girl,Irish
Anasztaszia,girl,Greek
Arthuretta,girl,Celtic
Lanice,girl,Arabic
Yaphet,boy,Hebrew
Freyda,girl,Yiddish
Paton,boy,British
Rainault,boy,Latin
Tais,girl,Greek
Donnduban,boy,Unknown
Josianna,girl,Hebrew
Zainab,girl,Unknown
Madlen,girl,Hebrew
Ingemur,boy,Scandinavian
Shahrazad,girl,Persian
Shamira,girl,Hebrew
Cesaro,boy,Latin
Asfodel,girl,Greek
Jacketta,girl,French
Darit,girl,Russian
Bradford,boy,British
Cyndra,girl,Greek
Jaira,girl,Unknown
Asya,girl,Hebrew
Searlait,girl,German
Amer,boy,Hebrew
Ila,girl,French
Hildy,girl,German
Krisa,girl,Unknown
Benyamin,boy,Hebrew
Bethenie,girl,Hebrew
Ondre,boy,Greek
Janyce,girl,Unknown
Onita,girl,Latin
Francetta,girl,Latin
Saletta,girl,British
Rufin,boy,Unknown
Bojan,boy,Unknown
Leonara,girl,Greek
Antwaun,boy,French
Vachel,boy,French
Elisabet,girl,Hebrew
Siham,girl,Unknown
Marvis,girl,Unknown
Abra,girl,Hebrew
Sharlee,girl,German
Tiacherise,girl,Unknown
Cazzy,girl,Greek
Vincent,boy,Latin
Philips,boy,Greek
Barnebas,boy,Greek
Laima,girl,Unknown
Sebina,girl,Latin
Apollinare,boy,French
Lateefa,girl,Arabic
Kishi,girl,Japanese
Moisse,boy,Unknown
Michelina,girl,Hebrew
Domitila,girl,Latin
Dmitry,boy,Greek
Devonne,girl,British
Maiga,girl,Greek
Loisa,girl,Unknown
Georganna,girl,German
Shobhan,boy,Unknown
Ibraheem,boy,Arabic
Tuviyahu,boy,Hebrew
Ko,boy,Unknown
Keighla,girl,Unknown
Robetta,girl,German
Sheldin,boy,British
Maksim,boy,Latin
Petronela,girl,Greek
Caiside,boy,Unknown
Charlot,boy,German
Brieta,girl,British
Taha,boy,Unknown
Belanna,girl,Unknown
Sterne,boy,German
Zayna,girl,Greek
Magdalini,girl,Hebrew
Dinay,girl,Greek
Sheriesa,girl,French
Rufina,girl,Latin
Adolf,boy,German
Hartlea,boy,British
Renzo,boy,Italian
Hallton,boy,British
Roselinn,girl,German
Deleena,girl,American
Shakira,girl,Arabic
Anne-Aymone,girl,Greek
Durward,boy,British
Tace,girl,Latin
Olivija,girl,Latin
Rodd,boy,German
Herrold,boy,Scandinavian
Morland,boy,British
Joycelyn,girl,Latin
Abbeline,girl,Greek
Latarsha,girl,Unknown
Zachery,boy,Hebrew
Stanislava,girl,Unknown
Hediah,girl,Hebrew
Delroy,boy,French
Tamsyn,girl,British
Trumball,boy,British
Micha,boy,Hebrew
Samelle,girl,Hebrew
Amilcare,boy,Italian
Moorley,boy,British
Abdalla,boy,Arabic
Odolf,boy,German
Diona,girl,British
Babs,girl,Latin
Tannya,girl,Unknown
Rocklin,boy,British
Halvdan,boy,Scandinavian
Benet,boy,Latin
Aleka,girl,Greek
Odovacar,boy,Unknown
Tavariss,boy,Unknown
Ashanta,girl,Ghanaian
Farryll,boy,Irish
Freddee,girl,German
Nadim,boy,Arabic
Mercurey,boy,Latin
Awilda,girl,German
Kyoko,girl,Japanese
Chaparral,boy,Spanish
Yesmean,girl,Unknown
Handley,boy,British
Farrill,boy,Irish
Arela,girl,Latin
Oswynn,boy,British
Florinda,girl,Latin
Ellesse,girl,German
Sheavon,girl,Unknown
Simminie,girl,Unknown
Correna,girl,Greek
Electra,girl,Greek
Marya,girl,Latin
Ulmer,boy,British
Fiora,girl,Gaelic
Ainslea,boy,British
Alynne,girl,German
Loman,boy,Irish
Kayte,girl,Unknown
Ormond,boy,British
Yedidiah,boy,Unknown
Klaiborn,boy,British
Letiza,girl,Latin
Dunlea,boy,British
Pavana,girl,Unknown
Dulcina,girl,Latin
Shin,girl,Unknown
Lother,boy,German
Safia,girl,Swahili
Hamahl,boy,Arabic
Kollin,boy,Unknown
Carney,boy,Irish
Betana,girl,Hebrew
Dwayna,girl,Irish
Hannes,boy,Scandinavian
Pin,boy,Unknown
Halwerd,boy,British
Amerigo,boy,Italian
Andrewena,girl,Greek
Regiena,girl,Unknown
Oriana,girl,Latin
Marton,boy,Latin
Paavana,girl,Unknown
Amandine,girl,Latin
Alixandre,boy,Greek
Biancha,girl,Italian
Eduardo,boy,British
Jascha,boy,Slavic
Yasuko,girl,Unknown
Karrla,girl,Greek
Gillis,boy,Scottish
Vinette,girl,Spanish
Madu,boy,Unknown
Marcine,girl,Latin
Pinkie,girl,Unknown
Onslow,boy,British
Necole,girl,Greek
Catullo,boy,Latin
Mohajit,boy,Sanskrit
Bertrice,girl,French
Sabrine,girl,Unknown
Urbana,girl,Latin
Jazma,girl,American
Benedikta,girl,Spanish
Stanislav,boy,Slavic
Garth,boy,Scandinavian
Linnae,girl,Scandinavian
Slayde,boy,British
Mioshe,boy,Hebrew
Dalmace,girl,Latin
GeeGee,girl,French
Ayesha,girl,Persian
Ladislao,boy,Unknown
Rosemond,girl,German
Evrard,boy,German
Counsel,boy,Latin
Moses,boy,Hebrew
Konsta,boy,Unknown
Tonee,girl,British
Paulino,boy,Latin
Ciro,boy,Spanish
Germano,boy,Latin
Talora,girl,Unknown
Catina,girl,Latin
Karalynna,girl,Slavic
Antonino,boy,Spanish
Thedrick,boy,German
Joiner,boy,British
Jordene,girl,Unknown
Aivana,girl,Swahili
Orangina,girl,Unknown
Alistar,boy,Greek
Eginhardt,boy,German
Wernher,boy,German
Hertha,girl,British
Irvyn,boy,Gaelic
Musetta,girl,Unknown
Marcina,girl,Latin
Dorota,girl,Greek
Teala,girl,Unknown
Shareena,girl,Hebrew
Ntai,boy,Unknown
Westley,boy,British
Maurisa,girl,Irish
Teone,girl,Greek
Ehani,girl,Unknown
Bogdan,boy,Slavic
Taiwo,boy,Unknown
Zdislaw,boy,Unknown
Alani,girl,Hawaiian
Irene,girl,Greek
Ireneo,boy,Unknown
